75	4	16	19	22	25
76	10	17	16	19	20
77	11	17	16	19	20
78	10	17	16	19	21
79	11	17	16	19	21
80	4	17	16	19	22
81	10	18	16	19	20
82	11	18	16	19	20
83	10	18	16	19	21
84	11	18	16	19	21
85	4	18	16	19	22
86	10	20	19	22	23
87	11	20	19	22	23
88	10	20	19	22	24
89	11	20	19	22	24
90	10	20	19	22	25
91	11	20	19	22	25
92	10	21	19	22	23
93	11	21	19	22	23
94	10	21	19	22	24
95	11	21	19	22	24
96	10	21	19	22	25
97	11	21	19	22	25

Impropers

1	1	1	2	3	4
2	1	3	2	4	1
3	1	4	2	1	3
