# Time-averaged data for fix track_rdf
# TimeStep Number-of-rows
# Row c_rdf_calc[1] c_rdf_calc[2] c_rdf_calc[3] c_rdf_calc[4] c_rdf_calc[5]
2500 100
39 4.73904 6.1854 23.4 7.95265 25.2
40 4.86213 5.59638 25.4 9.23402 28.5
41 4.98523 6.92047 28 7.45281 31.3
42 5.10832 1.521 28.6 8.61898 34.7
43 5.23141 2.90053 29.8 4.83422 36.7
44 5.3545 6.2296 32.5 4.15307 38.5
45 5.47759 11.2441 37.6 4.18899 40.4
46 5.60069 9.49001 42.1 6.53756 43.5
47 5.72378 6.86516 45.5 7.06707 47
48 5.84687 5.99864 48.6 8.12719 51.2
49 5.96996 5.0114 51.3 5.75383 54.3
50 6.09305 4.27642 53.7 5.16734 57.2
51 6.21615 5.13592 56.7 5.64952 60.5
52 6.33924 4.93841 59.7 5.59687 63.9
53 6.46233 5.54409 63.2 6.96972 68.3
54 6.58542 5.64385 66.9 7.01668 72.9
55 6.70851 3.23379 69.1 7.05554 77.7
56 6.83161 4.53572 72.3 6.80358 82.5
57 6.9547 3.96629 75.2 6.42812 87.2
58 7.07779 6.60264 80.2 6.73469 92.3
59 7.20088 7.01673 85.7 5.61338 96.7
60 7.32397 7.15283 91.5 4.93299 100.7
61 7.44707 10.7353 100.5 5.60624 105.4
62 7.57016 6.81062 106.4 4.84824 109.6
63 7.69325 7.82389 113.4 8.1592 116.9
64 7.81634 6.28009 119.2 4.76421 121.3
65 7.93943 6.6116 125.5 4.51268 125.6
66 8.06253 7.02186 132.4 5.3936 130.9
67 8.18562 6.2199 138.7 3.55423 134.5
68 8.30871 7.47435 146.5 5.7495 140.5
69 8.4318 8.09514 155.2 7.35076 148.4
70 8.55489 6.68881 162.6 9.3101 158.7
71 8.67799 7.11531 170.7 7.55452 167.3
72 8.80108 8.36953 180.5 6.49066 174.9
73 8.92417 7.5588 189.6 8.22331 184.8
74 9.04726 5.09159 195.9 7.11206 193.6
75 9.17035 4.87716 202.1 7.78772 203.5
76 9.29345 6.97004 211.2 8.7317 214.9
77 9.41654 6.78901 220.3 6.78901 224
78 9.53963 5.59726 228 7.63263 234.5
79 9.66272 5.80982 236.2 6.80174 244.1
80 9.78581 4.9047 243.3 7.04619 254.3
81 9.90891 6.26585 252.6 7.95022 266.1
82 10.032 6.90181 263.1 5.65291 274.7
83 10.1551 5.96573 272.4 5.5167 283.3
84 10.2782 7.20135 283.9 5.5106 292.1
85 10.4013 6.66503 294.8 6.05356 302
86 10.5244 6.98784 306.5 5.61416 311.4
87 10.6475 7.00226 318.5 6.7105 322.9
88 10.7706 8.32581 333.1 7.69852 336.4
89 10.8936 6.63361 345 5.68595 346.6
90 11.0167 8.2849 360.2 6.21367 358
91 11.1398 6.55689 372.5 5.2775 367.9
92 11.2629 6.83155 385.6 5.89286 379.2
93 11.386 7.45005 400.2 7.04183 393
94 11.5091 6.54242 413.3 6.6423 406.3
95 11.6322 5.62243 424.8 6.16023 418.9
96 11.7553 5.79254 436.9 6.70211 432.9
97 11.8784 6.3295 450.4 8.20491 450.4
98 12.0015 7.4404 466.6 7.30261 466.3
99 12.1246 8.2351 484.9 8.32511 484.8
100 12.2477 8.07041 503.2 6.43869 499.4
15000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 1.81669 0.1 0 0
17 2.03102 1.60322 0.2 0 0
18 2.15411 2.85056 0.4 0 0
19 2.2772 1.2754 0.5 0 0
20 2.40029 1.14797 0.6 0 0
21 2.52339 1.03872 0.7 0 0
22 2.64648 2.83309 1 0 0
23 2.76957 1.7246 1.2 0.862299 0.1
24 2.89266 3.16194 1.6 6.32387 0.9
25 3.01575 0.72728 1.7 5.81824 1.7
26 3.13885 2.01409 2 4.69955 2.4
27 3.26194 4.3516 2.7 4.3516 3.1
28 3.38503 2.88636 3.2 6.35 4.2
29 3.50812 8.06216 4.7 10.7495 6.2
30 3.63121 8.5282 6.4 9.02986 8
31 3.75431 6.10097 7.7 7.03958 9.5
32 3.8774 4.39984 8.7 3.95985 10.4
33 4.00049 9.91984 11.1 2.89329 11.1
34 4.12358 6.22433 12.7 2.33412 11.7
35 4.24667 6.23555 14.4 5.13516 13.1
36 4.36977 6.23564 16.2 2.42497 13.8
37 4.49286 5.57096 17.9 4.91556 15.3
38 4.61595 3.41506 19 7.14058 17.6
39 4.73904 5.89086 21 7.65811 20.2
40 4.86213 6.43583 23.3 6.71565 22.6
41 4.98523 5.85578 25.5 5.05726 24.5
42 5.10832 5.06999 27.5 7.85848 27.6
43 5.23141 6.04277 30 5.80106 30
44 5.3545 4.61452 32 3.46089 31.5
45 5.47759 3.3071 33.5 7.27562 34.8
46 5.60069 4.63956 35.7 4.85045 37.1
47 5.72378 4.03833 37.7 5.04791 39.6
48 5.84687 5.03112 40.3 3.67658 41.5
49 5.96996 7.79551 44.5 6.86747 45.2
50 6.09305 4.98916 47.3 9.97831 50.8
51 6.21615 4.79353 50.1 9.07346 56.1
52 6.33924 4.93841 53.1 8.72453 61.4
53 6.46233 5.54409 56.6 8.55374 66.8
54 6.58542 5.03371 59.9 6.254 70.9
55 6.70851 7.05554 64.7 3.82175 73.5
56 6.83161 6.09488 69 4.81921 76.9
57 6.9547 8.75318 75.4 7.11196 82.1
58 7.07779 8.18727 81.6 8.97959 88.9
59 7.20088 7.52703 87.5 6.634 94.1
60 7.32397 8.13943 94.1 6.41288 99.3
61 7.44707 5.24839 98.5 5.96408 104.3
62 7.57016 5.88714 103.6 4.7328 108.4
63 7.69325 7.93566 110.7 4.02372 112
64 7.81634 5.95526 116.2 5.95526 117.5
65 7.93943 7.55612 123.4 6.50665 123.7
66 8.06253 5.29184 128.6 5.6989 129.3
67 8.18562 8.19447 136.9 4.73897 134.1
68 8.30871 5.84532 143 5.07872 139.4
69 8.4318 6.0481 149.5 5.11762 144.9
70 8.55489 7.23115 157.5 4.97141 150.4
71 8.67799 6.85178 165.3 6.50041 157.8
72 8.80108 7.6863 174.3 5.72203 164.5
73 8.92417 6.6451 182.3 5.4822 171.1
74 9.04726 6.38469 190.2 8.08189 181.1
75 9.17035 6.68643 198.7 9.12501 192.7
76 9.29345 6.35729 207 12.4082 208.9
77 9.41654 6.04297 215.1 11.2653 224
78 9.53963 6.61494 224.2 9.15915 236.6
79 9.66272 6.02238 232.7 6.09323 245.2
80 9.78581 6.49355 242.1 6.56263 254.7
81 9.90891 7.47859 253.2 7.34384 265.6
82 10.032 6.31022 262.8 6.44169 275.4
83 10.1551 6.54306 273 5.645 284.2
84 10.2782 7.82755 285.5 5.1975 292.5
85 10.4013 7.2765 297.4 6.60388 303.3
86 10.5244 7.94344 310.7 6.86839 314.8
87 10.6475 8.69448 325.6 8.86953 330
88 10.7706 6.90015 337.7 7.81257 343.7
89 10.8936 6.41063 349.2 5.7417 354
90 11.0167 6.64972 361.4 5.23257 363.6
91 11.1398 7.35651 375.2 5.75727 374.4
92 11.2629 6.93584 388.5 5.99716 385.9
93 11.386 6.83772 401.9 7.04183 399.7
94 11.5091 6.89201 415.7 6.49247 412.7
95 11.6322 7.08916 430.2 7.96919 429
96 11.7553 6.98934 444.8 6.27126 442.1
97 11.8784 7.2672 460.3 5.81376 454.5
98 12.0015 7.53226 476.7 6.29219 468.2
99 12.1246 7.29009 492.9 6.43508 482.5
100 12.2477 6.83559 508.4 7.2325 498.9
15500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 1.81669 0.1 0 0
17 2.03102 8.01611 0.6 0 0
18 2.15411 12.8275 1.5 0 0
19 2.2772 3.82619 1.8 0 0
20 2.40029 2.29594 2 0 0
21 2.52339 0 2 0 0
22 2.64648 0 2 2.83309 0.3
23 2.76957 0 2 6.89839 1.1
24 2.89266 0 2 3.95242 1.6
25 3.01575 0.72728 2.1 13.091 3.4
26 3.13885 3.35682 2.6 7.38501 4.5
27 3.26194 3.10829 3.1 3.72994 5.1
28 3.38503 9.81363 4.8 6.92727 6.3
29 3.50812 6.9872 6.1 10.7495 8.3
30 3.63121 10.0332 8.1 15.0498 11.3
31 3.75431 8.4475 9.9 5.16236 12.4
32 3.8774 5.27981 11.1 3.95985 13.3
33 4.00049 5.78657 12.5 0.826653 13.5
34 4.12358 3.8902 13.5 4.66824 14.7
35 4.24667 7.70273 15.6 9.16992 17.2
36 4.36977 8.66062 18.1 8.31419 19.6
37 4.49286 9.50341 21 8.5203 22.2
38 4.61595 11.7975 24.8 8.07197 24.8
39 4.73904 5.30177 26.6 3.53451 26
40 4.86213 4.75692 28.3 3.35783 27.2
41 4.98523 3.19406 29.5 2.92789 28.3
42 5.10832 4.05599 31.1 2.28149 29.2
43 5.23141 4.59251 33 3.86738 30.8
44 5.3545 3.92234 34.7 6.69105 33.7
45 5.47759 5.95278 37.4 6.17325 36.5
46 5.60069 6.53756 40.5 7.80289 40.2
47 5.72378 8.88432 44.9 8.07666 44.2
48 5.84687 3.67658 46.8 6.96616 47.8
49 5.96996 4.08336 49 6.86747 51.5
50 6.09305 6.23644 52.5 6.23644 55
51 6.21615 3.93754 54.8 3.93754 57.3
52 6.33924 2.79843 56.5 5.59687 60.7
53 6.46233 5.38569 59.9 5.22729 64
54 6.58542 6.86415 64.4 9.76234 70.4
55 6.70851 8.52544 70.2 10.1423 77.3
56 6.83161 5.81139 74.3 7.08707 82.3
57 6.9547 7.11196 79.5 9.84733 89.5
58 7.07779 6.9988 84.8 8.05522 95.6
59 7.20088 8.2925 91.3 7.01673 101.1
60 7.32397 7.15283 97.1 6.28956 106.2
61 7.44707 6.91833 102.9 5.72552 111
62 7.57016 6.69518 108.7 5.0791 115.4
63 7.69325 6.37089 114.4 4.91788 119.8
64 7.81634 4.87248 118.9 4.43937 123.9
65 7.93943 6.29676 124.9 4.72257 128.4
66 8.06253 5.19007 130 3.66358 132
67 8.18562 6.31863 136.4 2.7644 134.8
68 8.30871 7.57017 144.3 4.40795 139.4
69 8.4318 8.37429 153.3 6.14114 146
70 8.55489 9.21971 163.5 8.22543 155.1
71 8.67799 6.06119 170.4 9.57492 166
72 8.80108 7.43009 179.1 9.82139 177.5
73 8.92417 8.30637 189.1 7.06042 186
74 9.04726 8.24353 199.3 8.48598 196.5
75 9.17035 6.13578 207.1 5.74246 203.8
76 9.29345 4.9786 213.6 7.58279 213.7
77 9.41654 2.90958 217.5 6.6398 222.6
78 9.53963 3.56189 222.4 6.32418 231.3
79 9.66272 5.38471 230 5.52642 239.1
80 9.78581 5.52642 238 7.73699 250.3
81 9.90891 7.68072 249.4 7.20909 261
82 10.032 6.70461 259.6 6.96754 271.6
83 10.1551 6.9921 270.5 6.9921 282.5
84 10.2782 7.51445 282.5 6.01156 292.1
85 10.4013 8.4383 296.3 6.97077 303.5
86 10.5244 9.31712 311.9 7.94344 316.8
87 10.6475 7.11897 324.1 6.36039 327.7
88 10.7706 7.07123 336.5 5.70261 337.7
89 10.8936 7.7485 350.4 5.7417 348
90 11.0167 6.37719 362.1 4.52399 356.3
91 11.1398 6.93004 375.1 5.3308 366.3
92 11.2629 7.92668 390.3 6.93584 379.6
93 11.386 6.4295 402.9 6.78669 392.9
94 11.5091 5.19398 413.3 7.84091 408.6
95 11.6322 6.50247 426.6 8.26253 425.5
96 11.7553 5.93615 439 7.99466 442.2
97 11.8784 7.03278 454 4.82917 452.5
98 12.0015 6.75147 468.7 6.7974 467.3
99 12.1246 7.8751 486.2 7.38009 483.7
100 12.2477 8.55551 505.6 6.26228 497.9
16000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 1.81669 0.1 0 0
17 2.03102 3.20644 0.3 0 0
18 2.15411 8.55168 0.9 0 0
19 2.2772 8.92777 1.6 0 0
20 2.40029 3.4439 1.9 0 0
21 2.52339 1.03872 2 1.03872 0.1
22 2.64648 0 2 4.72182 0.6
23 2.76957 0 2 8.62299 1.6
24 2.89266 0 2 7.11435 2.5
25 3.01575 2.18184 2.3 5.81824 3.3
26 3.13885 4.02819 2.9 7.38501 4.4
27 3.26194 4.3516 3.6 6.83823 5.5
28 3.38503 8.08182 5 6.92727 6.7
29 3.50812 5.91225 6.1 10.2121 8.6
30 3.63121 12.0398 8.5 4.01327 9.4
31 3.75431 8.9168 10.4 5.16236 10.5
32 3.8774 6.15977 11.8 7.47972 12.2
33 4.00049 4.95992 13 5.78657 13.6
34 4.12358 4.27922 14.1 5.44629 15
35 4.24667 3.30117 15 5.13516 16.4
36 4.36977 5.19637 16.5 1.3857 16.8
37 4.49286 5.57096 18.2 3.60474 17.9
38 4.61595 8.07197 20.8 5.58828 19.7
39 4.73904 7.95265 23.5 6.77448 22
40 4.86213 6.71565 25.9 12.0322 26.3
41 4.98523 6.38812 28.3 3.46023 27.6
42 5.10832 8.61898 31.7 5.32349 29.7
43 5.23141 4.59251 33.6 3.86738 31.3
44 5.3545 3.92234 35.3 3.92234 33
45 5.47759 6.39372 38.2 5.29136 35.4
46 5.60069 4.85045 40.5 4.63956 37.6
47 5.72378 3.23066 42.1 6.05749 40.6
48 5.84687 5.03112 44.7 7.93368 44.7
49 5.96996 5.38262 47.6 6.68187 48.3
50 6.09305 6.41463 51.2 9.44376 53.6
51 6.21615 4.79353 54 8.21748 58.4
52 6.33924 4.27996 56.6 5.9261 62
53 6.46233 4.27687 59.3 3.96007 64.5
54 6.58542 4.5761 62.3 6.55907 68.8
55 6.70851 5.14466 65.8 7.20253 73.7
56 6.83161 5.95314 70 6.94533 78.6
57 6.9547 10.5312 77.7 10.5312 86.3
58 7.07779 5.67827 82 7.52701 92
59 7.20088 5.23065 86.1 7.01673 97.5
60 7.32397 6.16623 91.1 7.39948 103.5
61 7.44707 6.20264 96.3 7.75331 110
62 7.57016 6.69518 102.1 5.77171 115
63 7.69325 8.94159 110.1 5.81204 120.2
64 7.81634 7.68769 117.2 4.00626 123.9
65 7.93943 6.82149 123.7 3.14838 126.9
66 8.06253 7.32716 130.9 2.64592 129.5
67 8.18562 8.2932 139.3 4.34406 133.9
68 8.30871 7.76182 147.4 5.46202 139.6
69 8.4318 4.74543 152.5 5.48981 145.5
70 8.55489 6.14647 159.3 6.50803 152.7
71 8.67799 6.32472 166.5 5.70982 159.2
72 8.80108 5.20961 172.6 6.91767 167.3
73 8.92417 6.56203 180.5 8.80475 177.9
74 9.04726 7.03124 189.2 8.00107 187.8
75 9.17035 7.47306 198.7 7.31574 197.1
76 9.29345 7.4296 208.4 9.03808 208.9
77 9.41654 6.86362 217.6 7.08743 218.4
78 9.53963 7.70532 228.2 8.28685 229.8
79 9.66272 5.95153 236.6 6.09323 238.4
80 9.78581 4.76654 243.5 6.76987 248.2
81 9.90891 4.85098 250.7 8.21971 260.4
82 10.032 6.50742 260.6 9.20241 274.4
83 10.1551 9.10897 274.8 7.63357 286.3
84 10.2782 7.89017 287.4 6.82563 297.2
85 10.4013 8.86633 301.9 4.83062 305.1
86 10.5244 6.33086 312.5 4.89746 313.3
87 10.6475 7.41073 325.2 5.66016 323
88 10.7706 6.50097 336.6 5.93071 333.4
89 10.8936 6.46638 348.2 6.41063 344.9
90 11.0167 6.70423 360.5 6.75873 357.3
91 11.1398 7.03666 373.7 5.38411 367.4
92 11.2629 5.16277 383.6 6.10146 379.1
93 11.386 7.85828 399 6.73566 392.3
94 11.5091 7.99074 415 6.84207 406
95 11.6322 6.25801 427.8 9.24035 424.9
96 11.7553 6.22339 440.8 7.08509 439.7
97 11.8784 5.62622 452.8 7.22032 455.1
98 12.0015 6.4759 466.9 6.98111 470.3
99 12.1246 7.11009 482.7 7.15509 486.2
100 12.2477 7.2766 499.2 7.453 503.1
16500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 8.30321 0.4 0 0
16 1.90793 7.26675 0.8 0 0
17 2.03102 3.20644 1 0 0
18 2.15411 0 1 0 0
19 2.2772 0 1 0 0
20 2.40029 0 1 0 0
21 2.52339 0 1 0 0
22 2.64648 0 1 2.83309 0.3
23 2.76957 0 1 0.862299 0.4
24 2.89266 1.58097 1.2 4.7429 1
25 3.01575 0 1.2 8.00008 2.1
26 3.13885 6.04228 2.1 7.38501 3.2
27 3.26194 9.94651 3.7 3.72994 3.8
28 3.38503 12.7 5.9 15.5864 6.5
29 3.50812 9.13711 7.6 15.0494 9.3
30 3.63121 6.01991 8.8 9.02986 11.1
31 3.75431 6.57028 10.2 5.63167 12.3
32 3.8774 7.03974 11.8 2.19992 12.8
33 4.00049 6.1999 13.3 3.71994 13.7
34 4.12358 3.11216 14.1 4.66824 14.9
35 4.24667 4.03477 15.2 4.03477 16
36 4.36977 9.00704 17.8 5.54279 17.6
37 4.49286 6.55407 19.8 4.91556 19.1
38 4.61595 8.38243 22.5 9.31381 22.1
39 4.73904 6.47994 24.7 9.13083 25.2
40 4.86213 6.71565 27.1 5.59638 27.2
41 4.98523 8.78367 30.4 5.85578 29.4
42 5.10832 5.06999 32.4 3.04199 30.6
43 5.23141 4.83422 34.4 2.41711 31.6
44 5.3545 3.46089 35.9 1.84581 32.4
45 5.47759 6.6142 38.9 5.07088 34.7
46 5.60069 6.11578 41.8 6.74845 37.9
47 5.72378 5.45174 44.5 9.49007 42.6
48 5.84687 6.19214 47.7 7.15966 46.3
49 5.96996 3.89776 49.8 6.12505 49.6
50 6.09305 4.81097 52.5 5.34552 52.6
51 6.21615 4.62233 55.2 4.79353 55.4
52 6.33924 6.25532 59 7.07839 59.7
53 6.46233 4.27687 61.7 6.81131 64
54 6.58542 5.79639 65.5 6.40654 68.2
55 6.70851 6.32059 69.8 7.49651 73.3
56 6.83161 5.66965 73.8 7.65403 78.7
57 6.9547 4.65013 77.2 6.83842 83.7
58 7.07779 5.67827 81.5 7.52701 89.4
59 7.20088 6.88915 86.9 5.35823 93.6
60 7.32397 4.68634 90.7 3.94639 96.8
61 7.44707 5.72552 95.5 6.91833 102.6
62 7.57016 5.77171 100.5 6.11801 107.9
63 7.69325 7.48858 107.2 7.0415 114.2
64 7.81634 6.38837 113.1 6.49664 120.2
65 7.93943 7.87095 120.6 6.08687 126
66 8.06253 8.95542 129.4 5.90243 131.8
67 8.18562 8.09574 137.6 5.43007 137.3
68 8.30871 7.37852 145.3 5.65367 143.2
69 8.4318 7.816 153.7 4.37324 147.9
70 8.55489 7.5927 162.1 5.60414 154.1
71 8.67799 6.14903 169.1 7.46668 162.6
72 8.80108 5.89283 176 7.34469 171.2
73 8.92417 6.56203 183.9 6.14671 178.6
74 9.04726 6.14224 191.5 7.75861 188.2
75 9.17035 7.23707 200.7 8.2597 198.7
76 9.29345 5.13179 207.4 8.88489 210.3
77 9.41654 5.44613 214.7 7.08743 219.8
78 9.53963 5.96072 222.9 6.46956 228.7
79 9.66272 7.22685 233.1 6.37663 237.7
80 9.78581 6.83895 243 6.21723 246.7
81 9.90891 7.41122 254 7.20909 257.4
82 10.032 6.83608 264.4 6.44169 267.2
83 10.1551 6.79965 275 5.5167 275.8
84 10.2782 5.44798 283.7 6.51253 286.2
85 10.4013 6.48159 294.3 6.237 296.4
86 10.5244 7.40591 306.7 6.15169 306.7
87 10.6475 6.65215 318.1 7.29402 319.2
88 10.7706 5.30342 327.4 5.98774 329.7
89 10.8936 5.46297 337.2 6.02042 340.5
90 11.0167 6.10466 348.4 5.61411 350.8
91 11.1398 6.77012 361.1 7.19658 364.3
92 11.2629 7.14444 374.8 6.2579 376.3
93 11.386 6.68464 387.9 6.53155 389.1
94 11.5091 7.89085 403.7 6.59236 402.3
95 11.6322 7.18694 418.4 7.48028 417.6
96 11.7553 7.51594 434.1 7.46807 433.2
97 11.8784 8.34556 451.9 6.18885 446.4
98 12.0015 7.99154 469.3 7.57818 462.9
99 12.1246 8.59511 488.4 7.7851 480.2
100 12.2477 6.96789 504.2 6.04178 493.9
17000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 10.379 0.5 0 0
16 1.90793 9.08344 1 0 0
17 2.03102 0 1 0 0
18 2.15411 0 1 0 0
19 2.2772 0 1 2.55079 0.2
20 2.40029 0 1 2.29594 0.4
21 2.52339 0 1 5.19362 0.9
22 2.64648 0 1 2.83309 1.2
23 2.76957 0.862299 1.1 1.7246 1.4
24 2.89266 0.790484 1.2 2.37145 1.7
25 3.01575 2.90912 1.6 2.18184 2
26 3.13885 2.68546 2 5.37091 2.8
27 3.26194 5.59491 2.9 5.59491 3.7
28 3.38503 5.19545 3.8 5.19545 4.6
29 3.50812 5.91225 4.9 6.44972 5.8
30 3.63121 5.01659 5.9 8.5282 7.5
31 3.75431 7.50889 7.5 11.7326 10
32 3.8774 3.95985 8.4 8.35969 11.9
33 4.00049 5.37324 9.7 6.1999 13.4
34 4.12358 9.33649 12.1 7.00237 15.2
35 4.24667 2.93437 12.9 4.76836 16.5
36 4.36977 3.46425 13.9 4.50352 17.8
37 4.49286 3.60474 15 6.55407 19.8
38 4.61595 7.45105 17.4 3.41506 20.9
39 4.73904 7.36357 19.9 5.30177 22.7
40 4.86213 10.0735 23.5 3.35783 23.9
41 4.98523 11.1792 27.7 4.25875 25.5
42 5.10832 6.33749 30.2 5.57699 27.7
43 5.23141 6.76791 33 6.04277 30.2
44 5.3545 7.38323 36.2 5.3067 32.5
45 5.47759 2.42521 37.3 5.95278 35.2
46 5.60069 4.85045 39.6 5.06134 37.6
47 5.72378 4.64408 41.9 5.04791 40.1
48 5.84687 7.15966 45.6 5.99864 43.2
49 5.96996 7.4243 49.6 5.56822 46.2
50 6.09305 6.59281 53.3 8.19647 50.8
51 6.21615 8.55987 58.3 5.47832 54
52 6.33924 5.59687 61.7 6.58455 58
53 6.46233 3.80166 64.1 5.22729 61.3
54 6.58542 3.20327 66.2 7.47429 66.2
55 6.70851 2.93981 68.2 7.05554 71
56 6.83161 3.68527 70.8 9.07145 77.4
57 6.9547 5.06043 74.5 8.75318 83.8
58 7.07779 5.81032 78.9 6.33853 88.6
59 7.20088 6.25127 83.8 4.59277 92.2
60 7.32397 6.16623 88.8 3.82307 95.3
61 7.44707 5.8448 93.7 6.08336 100.4
62 7.57016 4.50193 97.6 7.27235 106.7
63 7.69325 4.35903 101.5 8.82982 114.6
64 7.81634 6.60492 107.6 8.22908 122.2
65 7.93943 9.55009 116.7 4.51268 126.5
66 8.06253 9.26072 125.8 4.57948 131
67 8.18562 8.49065 134.4 4.34406 135.4
68 8.30871 7.85765 142.6 6.80357 142.5
69 8.4318 8.18819 151.4 7.07162 150.1
70 8.55489 6.68881 158.8 7.5927 158.5
71 8.67799 6.76394 166.5 6.58825 166
72 8.80108 6.83227 174.5 5.20961 172.1
73 8.92417 6.22978 182 6.56203 180
74 9.04726 6.95042 190.6 6.46551 188
75 9.17035 6.68643 199.1 5.42781 194.9
76 9.29345 6.12751 207.1 6.74026 203.7
77 9.41654 4.40167 213 6.11757 211.9
78 9.53963 5.96072 221.2 6.68764 221.1
79 9.66272 7.72281 232.1 6.37663 230.1
80 9.78581 7.87515 243.5 6.83895 240
81 9.90891 8.15234 255.6 7.20909 250.7
82 10.032 6.17876 265 7.95351 262.8
83 10.1551 4.36204 271.8 6.9921 273.7
84 10.2782 5.57322 280.7 8.76686 287.7
85 10.4013 7.58224 293.1 7.45994 299.9
86 10.5244 6.15169 303.4 6.03224 310
87 10.6475 7.11897 315.6 7.17732 322.3
88 10.7706 8.04067 329.7 5.53153 332
89 10.8936 6.85659 342 5.12851 341.2
90 11.0167 8.3394 357.3 6.81324 353.7
91 11.1398 7.83628 372 7.14328 367.1
92 11.2629 5.94501 383.4 7.45734 381.4
93 11.386 4.64353 392.5 7.14389 395.4
94 11.5091 5.24392 403 8.34033 412.1
95 11.6322 7.18694 417.7 6.45358 425.3
96 11.7553 4.93084 428 8.32977 442.7
97 11.8784 7.45475 443.9 6.56393 456.7
98 12.0015 7.53226 460.3 6.98111 471.9
99 12.1246 8.28011 478.7 6.57008 486.5
100 12.2477 7.1443 494.9 4.58646 496.9
17500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 4.78915 0.2 0 0
15 1.78483 4.15161 0.4 0 0
16 1.90793 3.63337 0.6 0 0
17 2.03102 3.20644 0.8 0 0
18 2.15411 2.85056 1 0 0
19 2.2772 0 1 0 0
20 2.40029 0 1 0 0
21 2.52339 0 1 0 0
22 2.64648 0 1 0 0
23 2.76957 1.7246 1.2 3.44919 0.4
24 2.89266 2.37145 1.5 5.53339 1.1
25 3.01575 1.45456 1.7 9.45464 2.4
26 3.13885 4.69955 2.4 4.69955 3.1
27 3.26194 3.72994 3 8.08154 4.4
28 3.38503 9.23636 4.6 10.9682 6.3
29 3.50812 10.2121 6.5 7.52468 7.7
30 3.63121 4.01327 7.3 11.5382 10
31 3.75431 6.10097 8.6 11.7326 12.5
32 3.8774 5.71979 9.9 6.15977 13.9
33 4.00049 7.02655 11.6 3.71994 14.8
34 4.12358 4.66824 12.8 6.61335 16.5
35 4.24667 9.16992 15.3 5.50195 18
36 4.36977 6.92849 17.3 3.46425 19
37 4.49286 7.53718 19.6 4.58785 20.4
38 4.61595 6.51966 21.7 6.2092 22.4
39 4.73904 9.42537 24.9 7.36357 24.9
40 4.86213 5.59638 26.9 4.19728 26.4
41 4.98523 6.38812 29.3 4.25875 28
42 5.10832 8.36548 32.6 3.54899 29.4
43 5.23141 6.28448 35.2 4.10909 31.1
44 5.3545 4.84525 37.3 2.99944 32.4
45 5.47759 3.52757 38.9 3.96852 34.2
46 5.60069 1.68711 39.7 7.38112 37.7
47 5.72378 3.43258 41.4 5.85558 40.6
48 5.84687 3.09607 43 8.9012 45.2
