# Time-averaged data for fix track_rdf
# TimeStep Number-of-rows
# Row c_rdf_calc[1] c_rdf_calc[2] c_rdf_calc[3] c_rdf_calc[4] c_rdf_calc[5]
2500 100
17 2.03102 3.20644 1 3.20644 0.5
18 2.15411 0 1 1.42528 0.6
19 2.2772 0 1 2.55079 0.8
20 2.40029 0 1 0 0.8
21 2.52339 2.07745 1.2 0 0.8
22 2.64648 6.61054 1.9 1.88873 1
23 2.76957 9.48528 3 3.44919 1.4
24 2.89266 3.95242 3.5 2.37145 1.7
25 3.01575 3.6364 4 4.36368 2.3
26 3.13885 3.35682 4.5 8.72774 3.6
27 3.26194 3.10829 5 6.83823 4.7
28 3.38503 6.35 6.1 4.04091 5.4
29 3.50812 4.29982 6.9 5.37477 6.4
30 3.63121 9.53152 8.8 4.51493 7.3
31 3.75431 9.38611 10.8 8.9168 9.2
32 3.8774 5.71979 12.1 2.6399 9.8
33 4.00049 9.09318 14.3 8.67986 11.9
34 4.12358 7.00237 16.1 7.39139 13.8
35 4.24667 4.40156 17.3 1.46719 14.2
36 4.36977 6.58207 19.2 2.7714 15
37 4.49286 1.96622 19.8 3.93244 16.2
38 4.61595 1.86276 20.4 4.34644 17.6
39 4.73904 3.53451 21.6 6.1854 19.7
40 4.86213 2.23855 22.4 6.99547 22.2
41 4.98523 6.12195 24.7 5.05726 24.1
42 5.10832 6.84448 27.4 3.54899 25.5
43 5.23141 6.5262 30.1 8.94331 29.2
44 5.3545 3.92234 31.8 10.3827 33.7
45 5.47759 3.08663 33.2 8.59846 37.6
46 5.60069 4.00689 35.1 8.85734 41.8
47 5.72378 4.64408 37.4 6.05749 44.8
48 5.84687 4.06359 39.5 5.99864 47.9
49 5.96996 7.79551 43.7 7.05308 51.7
50 6.09305 6.94918 47.6 4.81097 54.4
51 6.21615 7.70388 52.1 8.73107 59.5
52 6.33924 6.41994 56 7.90146 64.3
53 6.46233 9.34576 61.9 8.39534 69.6
54 6.58542 9.30473 68 4.88117 72.8
55 6.70851 7.49651 73.1 4.85068 76.1
56 6.83161 8.78796 79.3 5.95314 80.3
57 6.9547 7.7958 85 5.74428 84.5
58 7.07779 5.01801 88.8 4.09364 87.6
59 7.20088 4.59277 92.4 4.46519 91.1
60 7.32397 6.90618 98 3.94639 94.3
61 7.44707 4.89055 102.1 5.72552 99.1
62 7.57016 4.96367 106.4 5.77171 104.1
63 7.69325 6.81796 112.5 4.69434 108.3
64 7.81634 5.08904 117.2 4.65593 112.6
65 7.93943 4.40773 121.4 5.56214 117.9
66 8.06253 6.41127 127.7 6.10597 123.9
67 8.18562 7.50337 135.3 7.6021 131.6
68 8.30871 7.2827 142.9 6.61192 138.5
69 8.4318 5.39676 148.7 7.25772 146.3
70 8.55489 6.41764 155.8 9.58127 156.9
71 8.67799 6.14903 162.8 7.64237 165.6
72 8.80108 6.06364 169.9 5.63662 172.2
73 8.92417 4.73463 175.6 6.89429 180.5
74 9.04726 6.06142 183.1 5.65732 187.5
75 9.17035 5.34914 189.9 5.34914 194.3
76 9.29345 6.81685 198.8 7.04664 203.5
77 9.41654 8.35571 210 7.90808 214.1
78 9.53963 6.83302 219.4 7.26917 224.1
79 9.66272 7.156 229.5 8.36048 235.9
80 9.78581 7.80607 240.8 6.42447 245.2
81 9.90891 7.61334 252.1 7.54597 256.4
82 10.032 6.44169 261.9 6.70461 266.6
83 10.1551 6.47892 272 6.35062 276.5
84 10.2782 5.38536 280.6 6.1368 286.3
85 10.4013 6.48159 291.2 5.80897 295.8
86 10.5244 9.19767 306.6 4.53911 303.4
87 10.6475 7.70249 319.8 4.72653 311.5
88 10.7706 5.41748 329.3 5.01829 320.3
89 10.8936 7.2468 342.3 6.85659 332.6
90 11.0167 6.70423 354.6 7.68533 346.7
91 11.1398 6.98335 367.7 6.18373 358.3
92 11.2629 6.8837 380.9 5.78856 369.4
93 11.386 6.02128 392.7 7.80725 384.7
94 11.5091 6.69224 406.1 7.5912 399.9
95 11.6322 5.37798 417.1 6.89359 414
96 11.7553 6.84573 431.4 7.51594 429.7
97 11.8784 7.36098 447.1 6.89212 444.4
98 12.0015 8.72639 466.1 8.12932 462.1
99 12.1246 7.6051 483 7.38009 478.5
100 12.2477 7.2325 499.4 7.4971 495.5
9000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 2.0758 0.1 0 0
16 1.90793 1.81669 0.2 0 0
17 2.03102 3.20644 0.4 0 0
18 2.15411 9.97695 1.1 0 0
19 2.2772 2.55079 1.3 0 0
20 2.40029 1.14797 1.4 0 0
21 2.52339 2.07745 1.6 0 0
22 2.64648 5.66618 2.2 0.944363 0.1
23 2.76957 3.44919 2.6 0.862299 0.2
24 2.89266 2.37145 2.9 3.95242 0.7
25 3.01575 2.90912 3.3 6.54552 1.6
26 3.13885 6.04228 4.2 4.69955 2.3
27 3.26194 7.45989 5.4 3.72994 2.9
28 3.38503 5.19545 6.3 5.19545 3.8
29 3.50812 10.7495 8.3 4.29982 4.6
30 3.63121 4.51493 9.2 5.01659 5.6
31 3.75431 4.22375 10.1 5.16236 6.7
32 3.8774 3.51987 10.9 3.95985 7.6
33 4.00049 7.02655 12.6 3.71994 8.5
34 4.12358 5.83531 14.1 5.05726 9.8
35 4.24667 2.56758 14.8 9.16992 12.3
36 4.36977 2.42497 15.5 8.31419 14.7
37 4.49286 3.93244 16.7 9.1757 17.5
38 4.61595 5.58828 18.5 7.14058 19.8
39 4.73904 8.54174 21.4 5.00723 21.5
40 4.86213 5.03674 23.2 4.75692 23.2
41 4.98523 5.32344 25.2 5.05726 25.1
42 5.10832 4.81649 27.1 6.33749 27.6
43 5.23141 3.14224 28.4 5.31764 29.8
44 5.3545 3.69162 30 7.15251 32.9
45 5.47759 6.17325 32.8 8.37798 36.7
46 5.60069 6.11578 35.7 5.694 39.4
47 5.72378 4.44216 37.9 8.07666 43.4
48 5.84687 6.77266 41.4 8.32069 47.7
49 5.96996 6.68187 45 6.49626 51.2
50 6.09305 9.80013 50.5 5.16734 54.1
51 6.21615 7.36149 54.8 6.33431 57.8
52 6.33924 6.91378 59 5.43225 61.1
53 6.46233 7.76173 63.9 7.44493 65.8
54 6.58542 6.71161 68.3 8.23698 71.2
55 6.70851 7.79049 73.6 10.5833 78.4
56 6.83161 5.52791 77.5 6.09488 82.7
57 6.9547 6.15458 82 6.15458 87.2
58 7.07779 5.94238 86.5 4.09364 90.3
59 7.20088 5.99611 91.2 5.23065 94.4
60 7.32397 6.78286 96.7 3.32977 97.1
61 7.44707 6.32193 102 4.41342 100.8
62 7.57016 7.73409 108.7 5.77171 105.8
63 7.69325 7.71212 115.6 6.37089 111.5
64 7.81634 8.66219 123.6 7.57942 118.5
65 7.93943 7.76601 131 9.23525 127.3
66 8.06253 6.0042 136.9 5.59714 132.8
67 8.18562 6.02244 143 5.62753 138.5
68 8.30871 4.31212 147.5 6.22862 145
69 8.4318 4.83848 152.7 6.79248 152.3
70 8.55489 7.23115 160.7 4.88102 157.7
71 8.67799 7.29099 169 6.23688 164.8
72 8.80108 6.74687 176.9 6.74687 172.7
73 8.92417 5.14995 183.1 6.6451 180.7
74 9.04726 6.78879 191.5 6.62715 188.9
75 9.17035 6.29311 199.5 5.58513 196
76 9.29345 6.35729 207.8 5.28498 202.9
77 9.41654 4.70008 214.1 6.04297 211
78 9.53963 6.32418 222.8 6.39687 219.8
79 9.66272 5.24301 230.2 6.16408 228.5
80 9.78581 5.73367 238.5 8.56596 240.9
81 9.90891 5.5921 246.8 6.6701 250.8
82 10.032 7.75632 258.6 6.37596 260.5
83 10.1551 8.2109 271.4 7.63357 272.4
84 10.2782 7.45183 283.3 8.51638 286
85 10.4013 5.87012 292.9 7.45994 298.2
86 10.5244 6.45031 303.7 7.04756 310
87 10.6475 6.36039 314.6 6.06863 320.4
88 10.7706 8.55391 329.6 7.29934 333.2
89 10.8936 6.80085 341.8 6.7451 345.3
90 11.0167 6.37719 353.5 7.73984 359.5
91 11.1398 5.9705 364.7 7.14328 372.9
92 11.2629 6.4665 377.1 7.30089 386.9
93 11.386 6.32744 389.5 6.4295 399.5
94 11.5091 7.24161 404 6.39259 412.3
95 11.6322 8.06697 420.5 6.74692 426.1
96 11.7553 7.37232 435.9 6.22339 439.1
97 11.8784 6.42327 449.6 5.86065 451.6
98 12.0015 8.0834 467.2 5.69512 464
99 12.1246 6.48008 481.6 6.52508 478.5
100 12.2477 6.30638 495.9 7.1443 494.7
9500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 0 0 0 0
18 2.15411 0 0 0 0
19 2.2772 0 0 0 0
20 2.40029 0 0 0 0
21 2.52339 1.03872 0.1 0 0
22 2.64648 2.83309 0.4 0.944363 0.1
23 2.76957 3.44919 0.8 1.7246 0.3
24 2.89266 3.95242 1.3 3.16194 0.7
25 3.01575 1.45456 1.5 2.18184 1
26 3.13885 1.34273 1.7 5.37091 1.8
27 3.26194 4.97326 2.5 6.21657 2.8
28 3.38503 2.88636 3 5.77273 3.8
29 3.50812 5.91225 4.1 4.83729 4.7
30 3.63121 5.51825 5.2 3.00995 5.3
31 3.75431 4.69305 6.2 3.28514 6
32 3.8774 4.83982 7.3 7.91971 7.8
33 4.00049 9.50651 9.6 3.30661 8.6
34 4.12358 7.39139 11.5 5.44629 10
35 4.24667 5.50195 13 2.93437 10.8
36 4.36977 5.88922 14.7 3.81067 11.9
37 4.49286 1.63852 15.2 10.1588 15
38 4.61595 5.89874 17.1 9.93473 18.2
39 4.73904 6.47994 19.3 4.41814 19.7
40 4.86213 1.67891 19.9 1.95873 20.4
41 4.98523 5.58961 22 3.46023 21.7
42 5.10832 6.59099 24.6 4.56299 23.5
43 5.23141 7.00962 27.5 7.49304 26.6
44 5.3545 5.99888 30.1 5.99888 29.2
45 5.47759 7.49609 33.5 9.9213 33.7
46 5.60069 6.11578 36.4 5.48311 36.3
47 5.72378 5.85558 39.3 8.27857 40.4
48 5.84687 3.67658 41.2 6.19214 43.6
49 5.96996 3.89776 43.3 6.68187 47.2
50 6.09305 6.41463 46.9 6.59281 50.9
51 6.21615 5.47832 50.1 4.10874 53.3
52 6.33924 7.07839 54.4 3.6215 55.5
53 6.46233 7.76173 59.3 3.96007 58
54 6.58542 6.71161 63.7 5.64385 61.7
55 6.70851 8.08447 69.2 8.52544 67.5
56 6.83161 10.0636 76.3 10.4889 74.9
57 6.9547 9.30026 83.1 8.34288 81
58 7.07779 4.88595 86.8 7.13085 86.4
59 7.20088 5.61338 91.2 6.634 91.6
60 7.32397 7.76946 97.5 6.16623 96.6
61 7.44707 7.27618 103.6 7.27618 102.7
62 7.57016 6.81062 109.5 7.04148 108.8
63 7.69325 5.92381 114.8 6.25912 114.4
64 7.81634 7.68769 121.9 5.19731 119.2
65 7.93943 6.92644 128.5 5.98192 124.9
66 8.06253 8.44659 136.8 5.08831 129.9
67 8.18562 6.81227 143.7 5.23261 135.2
68 8.30871 6.5161 150.5 8.14512 143.7
69 8.4318 7.35076 158.4 6.0481 150.2
70 8.55489 7.50231 166.7 4.97141 155.7
71 8.67799 4.83138 172.2 5.09491 161.5
72 8.80108 3.92856 176.8 6.83227 169.5
73 8.92417 4.73463 182.5 7.72492 178.8
74 9.04726 4.2834 187.8 6.8696 187.3
75 9.17035 5.6638 195 6.37177 195.4
76 9.29345 8.19554 205.7 6.74026 204.2
77 9.41654 5.22232 212.7 6.19218 212.5
78 9.53963 6.76033 222 5.66995 220.3
79 9.66272 6.16408 230.7 7.93537 231.5
80 9.78581 7.87515 242.1 8.28964 243.5
81 9.90891 7.07434 252.6 7.00697 253.9
82 10.032 8.67656 265.8 5.98157 263
83 10.1551 8.27505 278.7 8.3392 276
84 10.2782 7.07611 290 6.70039 286.7
85 10.4013 8.19371 303.4 6.3593 297.1
86 10.5244 5.91279 313.3 6.56976 308.1
87 10.6475 5.89357 323.4 6.88556 319.9
88 10.7706 5.87368 333.7 6.32989 331
89 10.8936 6.52212 345.4 6.68936 343
90 11.0167 6.05016 356.5 6.75873 355.4
91 11.1398 6.13042 368 9.22229 372.7
92 11.2629 6.20576 379.9 8.86537 389.7
93 11.386 7.50108 394.6 7.45005 404.3
94 11.5091 7.89085 410.4 6.99189 418.3
95 11.6322 6.79581 424.3 7.9203 434.5
96 11.7553 6.60637 438.1 6.22339 447.5
97 11.8784 8.53311 456.3 7.68917 463.9
98 12.0015 7.48633 472.6 6.75147 478.6
99 12.1246 6.88509 487.9 5.44507 490.7
100 12.2477 7.453 504.8 5.95358 504.2
10000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 4.15161 0.2 0 0
16 1.90793 12.7168 0.9 0 0
17 2.03102 1.60322 1 0 0
18 2.15411 0 1 0 0
19 2.2772 0 1 0 0
20 2.40029 0 1 0 0
21 2.52339 0 1 0 0
22 2.64648 0.944363 1.1 0 0
23 2.76957 0.862299 1.2 0 0
24 2.89266 0.790484 1.3 0.790484 0.1
25 3.01575 5.09096 2 3.6364 0.6
26 3.13885 2.01409 2.3 2.68546 1
27 3.26194 6.21657 3.3 1.86497 1.3
28 3.38503 1.73182 3.6 2.30909 1.7
29 3.50812 5.37477 4.6 3.22486 2.3
30 3.63121 2.50829 5.1 5.51825 3.4
31 3.75431 2.34653 5.6 9.38611 5.4
32 3.8774 4.39984 6.6 13.6395 8.5
33 4.00049 7.43988 8.4 7.43988 10.3
34 4.12358 8.94747 10.7 5.44629 11.7
35 4.24667 4.03477 11.8 6.96914 13.6
36 4.36977 4.1571 13 4.1571 14.8
37 4.49286 2.62163 13.8 4.26015 16.1
38 4.61595 2.17322 14.5 1.5523 16.6
39 4.73904 5.30177 16.3 2.35634 17.4
40 4.86213 7.55511 19 3.35783 18.6
41 4.98523 5.32344 21 5.85578 20.8
42 5.10832 3.04199 22.2 3.04199 22
43 5.23141 7.73475 25.4 7.73475 25.2
44 5.3545 8.30614 29 8.30614 28.8
45 5.47759 6.83467 32.1 7.49609 32.2
46 5.60069 7.592 35.7 8.64645 36.3
47 5.72378 7.26899 39.3 8.27857 40.4
48 5.84687 7.93368 43.4 7.15966 44.1
49 5.96996 7.98112 47.7 6.68187 47.7
50 6.09305 4.63279 50.3 5.16734 50.6
51 6.21615 5.64952 53.6 4.10874 53
52 6.33924 3.12766 55.5 4.60919 55.8
53 6.46233 2.37604 57 8.71215 61.3
54 6.58542 2.59312 58.7 5.18624 64.7
55 6.70851 4.99767 62.1 5.58564 68.5
56 6.83161 10.0636 69.2 4.67746 71.8
57 6.9547 7.93257 75 7.3855 77.2
58 7.07779 8.45138 81.4 8.84754 83.9
59 7.20088 7.39946 87.2 6.88915 89.3
60 7.32397 7.39948 93.2 6.65953 94.7
61 7.44707 7.27618 99.3 7.63402 101.1
62 7.57016 6.11801 104.6 8.773 108.7
63 7.69325 8.1592 111.9 7.26504 115.2
64 7.81634 8.98702 120.2 6.28009 121
65 7.93943 8.39568 128.2 7.87095 128.5
66 8.06253 6.51303 134.6 7.42893 135.8
67 8.18562 6.31863 141 5.03516 140.9
68 8.30871 6.70775 148 4.69542 145.8
69 8.4318 5.30372 153.7 5.76895 152
70 8.55489 6.95998 161.4 6.23686 158.9
71 8.67799 4.91923 167 4.74354 164.3
72 8.80108 6.57606 174.7 7.17388 172.7
73 8.92417 7.06042 183.2 6.14671 180.1
74 9.04726 8.24353 193.4 5.41487 186.8
75 9.17035 6.76509 202 5.82112 194.2
76 9.29345 5.89773 209.7 7.12323 203.5
77 9.41654 6.86362 218.9 6.41599 212.1
78 9.53963 5.81534 226.9 7.92339 223
79 9.66272 5.88067 235.2 9.4941 236.4
80 9.78581 5.52642 243.2 9.60216 250.3
81 9.90891 7.00697 253.6 6.53535 260
82 10.032 6.70461 263.8 7.36193 271.2
83 10.1551 6.41477 273.8 7.24869 282.5
84 10.2782 6.1368 283.6 5.63584 291.5
85 10.4013 5.3198 292.3 5.1975 300
86 10.5244 6.74894 303.6 6.80866 311.4
87 10.6475 6.82721 315.3 6.88556 323.2
88 10.7706 7.12826 327.8 6.32989 334.3
89 10.8936 8.19446 342.5 7.69276 348.1
90 11.0167 9.10249 359.2 6.54071 360.1
91 11.1398 7.03666 372.4 6.39696 372.1
92 11.2629 6.41435 384.7 5.68426 383
93 11.386 5.10278 394.7 7.348 397.4
94 11.5091 6.74218 408.2 6.59236 410.6
95 11.6322 8.11586 424.8 7.77363 426.5
96 11.7553 7.94679 441.4 8.80849 444.9
97 11.8784 7.31409 457 6.79835 459.4
98 12.0015 7.21076 472.7 6.20033 472.9
99 12.1246 7.6951 489.8 6.34508 487
100 12.2477 7.3207 506.4 6.74739 502.3
10500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 2.39457 0.1 0 0
15 1.78483 8.30321 0.5 0 0
16 1.90793 3.63337 0.7 0 0
17 2.03102 3.20644 0.9 0 0
18 2.15411 1.42528 1 0 0
19 2.2772 0 1 0 0
20 2.40029 0 1 0 0
21 2.52339 0 1 0 0
22 2.64648 0 1 2.83309 0.3
23 2.76957 0 1 2.5869 0.6
24 2.89266 0 1 1.58097 0.8
25 3.01575 1.45456 1.2 2.18184 1.1
26 3.13885 4.69955 1.9 4.69955 1.8
27 3.26194 6.83823 3 1.24331 2
28 3.38503 11.5455 5 5.19545 2.9
29 3.50812 8.59963 6.6 3.76234 3.6
30 3.63121 4.01327 7.4 4.01327 4.4
31 3.75431 2.34653 7.9 5.63167 5.6
32 3.8774 3.07989 8.6 6.59976 7.1
33 4.00049 4.54659 9.7 6.61322 8.7
34 4.12358 2.33412 10.3 5.83531 10.2
35 4.24667 5.13516 11.7 6.60234 12
36 4.36977 8.66062 14.2 4.1571 13.2
37 4.49286 3.60474 15.3 2.94933 14.1
38 4.61595 3.72552 16.5 4.34644 15.5
39 4.73904 4.1236 17.9 2.35634 16.3
40 4.86213 6.99547 20.4 3.63764 17.6
41 4.98523 8.25133 23.5 3.99258 19.1
42 5.10832 5.32349 25.6 3.80249 20.6
43 5.23141 5.07593 27.7 5.80106 23
44 5.3545 4.38379 29.6 6.92178 26
45 5.47759 5.7323 32.2 7.05514 29.2
46 5.60069 4.21778 34.2 9.91178 33.9
47 5.72378 5.24983 36.8 6.05749 36.9
48 5.84687 6.96616 40.4 7.54667 40.8
49 5.96996 5.93944 43.6 8.72355 45.5
50 6.09305 6.59281 47.3 7.8401 49.9
51 6.21615 6.33431 51 6.5055 53.7
52 6.33924 4.27996 53.6 4.93841 56.7
53 6.46233 6.33611 57.6 4.59368 59.6
54 6.58542 7.9319 62.8 5.18624 63
55 6.70851 7.6435 68 6.02661 67.1
56 6.83161 7.08707 73 8.50448 73.1
57 6.9547 6.29135 77.6 8.34288 79.2
58 7.07779 7.2629 83.1 8.71548 85.8
59 7.20088 7.01673 88.6 5.61338 90.2
60 7.32397 6.41288 93.8 5.91959 95
61 7.44707 5.8448 98.7 9.18469 102.7
62 7.57016 6.23345 104.1 7.04148 108.8
63 7.69325 6.92973 110.3 3.68841 112.1
64 7.81634 8.1208 117.8 3.46488 115.3
65 7.93943 5.77203 123.3 5.77203 120.8
66 8.06253 7.02186 130.2 7.63246 128.3
67 8.18562 6.41736 136.7 7.40464 135.8
68 8.30871 7.37852 144.4 6.22862 142.3
69 8.4318 8.56038 153.6 5.30372 148
70 8.55489 6.7792 161.1 4.51947 153
71 8.67799 7.73021 169.9 4.83138 158.5
72 8.80108 6.66146 177.7 5.1242 164.5
73 8.92417 5.39914 184.2 6.22978 172
74 9.04726 5.41487 190.9 7.35452 181.1
75 9.17035 5.82112 198.3 7.23707 190.3
76 9.29345 7.96576 208.7 6.12751 198.3
77 9.41654 7.98268 219.4 7.53506 208.4
78 9.53963 6.39687 228.2 7.55994 218.8
79 9.66272 5.10131 235.4 5.88067 227.1
80 9.78581 5.45734 243.3 5.45734 235
81 9.90891 4.98573 250.7 5.92897 243.8
82 10.032 4.46974 257.5 6.77034 254.1
83 10.1551 5.00352 265.3 7.76187 266.2
84 10.2782 5.8237 274.6 6.88825 277.2
85 10.4013 6.72618 285.6 5.74783 286.6
86 10.5244 6.33086 296.2 6.86839 298.1
87 10.6475 8.40272 310.6 7.9359 311.7
88 10.7706 6.72908 322.4 6.558 323.2
89 10.8936 5.68595 332.6 7.30255 336.3
90 11.0167 4.25146 340.4 8.50292 351.9
91 11.1398 5.59734 350.9 9.16898 369.1
92 11.2629 6.8837 364.1 7.56163 383.6
93 11.386 6.68464 377.2 7.14389 397.6
94 11.5091 6.74218 390.7 6.59236 410.8
95 11.6322 7.23583 405.5 7.62695 426.4
96 11.7553 9.52657 425.4 5.93615 438.8
97 11.8784 8.29868 443.1 5.15737 449.8
98 12.0015 7.80783 460.1 4.96027 460.6
99 12.1246 8.1901 478.3 6.93009 476
100 12.2477 7.10019 494.4 7.10019 492.1
11000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 0 0 0 0
18 2.15411 2.85056 0.2 0 0
19 2.2772 2.55079 0.4 3.82619 0.3
20 2.40029 2.29594 0.6 1.14797 0.4
21 2.52339 1.03872 0.7 0 0.4
22 2.64648 2.83309 1 0.944363 0.5
23 2.76957 6.89839 1.8 0 0.5
24 2.89266 5.53339 2.5 3.95242 1
25 3.01575 5.09096 3.2 8.72736 2.2
26 3.13885 5.37091 4 7.38501 3.3
27 3.26194 8.08154 5.3 4.3516 4
28 3.38503 2.88636 5.8 6.92727 5.2
29 3.50812 7.52468 7.2 3.76234 5.9
30 3.63121 3.51161 7.9 5.51825 7
31 3.75431 6.57028 9.3 4.22375 7.9
32 3.8774 7.03974 10.9 3.07989 8.6
33 4.00049 8.26653 12.9 4.54659 9.7
34 4.12358 8.16943 15 5.83531 11.2
35 4.24667 6.96914 16.9 1.83398 11.7
36 4.36977 3.81067 18 1.73212 12.2
37 4.49286 0.983111 18.3 5.89867 14
38 4.61595 1.86276 18.9 3.72552 15.2
39 4.73904 3.82906 20.2 8.54174 18.1
40 4.86213 4.4771 21.8 6.71565 20.5
41 4.98523 3.46023 23.1 7.45281 23.3
42 5.10832 5.32349 25.2 7.35148 26.2
43 5.23141 7.73475 28.4 9.18502 30
44 5.3545 3.46089 29.9 6.46033 32.8
45 5.47759 5.07088 32.2 5.95278 35.5
46 5.60069 5.48311 34.8 6.11578 38.4
47 5.72378 7.87474 38.7 6.66324 41.7
48 5.84687 6.19214 41.9 5.61163 44.6
49 5.96996 5.38262 44.8 5.19701 47.4
50 6.09305 6.05826 48.2 4.98916 50.2
51 6.21615 3.42395 50.2 4.10874 52.6
52 6.33924 7.57223 54.8 5.43225 55.9
53 6.46233 9.18735 60.6 5.8609 59.6
54 6.58542 8.99966 66.5 6.40654 63.8
55 6.70851 6.02661 70.6 8.52544 69.6
56 6.83161 5.66965 74.6 8.9297 75.9
57 6.9547 5.1972 78.4 9.02672 82.5
58 7.07779 7.39496 84 7.39496 88.1
59 7.20088 8.03734 90.3 7.01673 93.6
60 7.32397 5.91959 95.1 5.67294 98.2
61 7.44707 9.30397 102.9 5.96408 103.2
62 7.57016 6.00258 108.1 6.11801 108.5
63 7.69325 6.70619 114.1 5.36496 113.3
64 7.81634 7.03803 120.6 4.76421 117.7
65 7.93943 6.82149 127.1 7.34622 124.7
66 8.06253 8.44659 135.4 8.95542 133.5
67 8.18562 7.99701 143.5 7.20718 140.8
68 8.30871 7.76182 151.6 5.84532 146.9
69 8.4318 7.07162 159.2 5.02457 152.3
70 8.55489 6.14647 166 4.42908 157.2
71 8.67799 4.30432 170.9 8.60864 167
72 8.80108 4.69719 176.4 6.31985 174.4
73 8.92417 6.72816 184.5 5.39914 180.9
74 9.04726 5.73814 191.6 7.83943 190.6
75 9.17035 5.97845 199.2 5.82112 198
76 9.29345 8.34873 210.1 5.97432 205.8
77 9.41654 7.38585 220 6.49059 214.5
78 9.53963 6.76033 229.3 7.55994 224.9
79 9.66272 8.07707 240.7 7.36856 235.3
80 9.78581 7.73699 251.9 6.83895 245.2
81 9.90891 8.08496 263.9 5.99635 254.1
82 10.032 7.099 274.7 7.23047 265.1
83 10.1551 5.96573 284 7.18454 276.3
84 10.2782 4.94701 291.9 9.64355 291.7
85 10.4013 5.87012 301.5 7.03191 303.2
86 10.5244 5.01691 309.9 6.68921 314.4
87 10.6475 6.88556 321.7 5.42675 323.7
88 10.7706 7.98365 335.7 6.84313 335.7
89 10.8936 6.85659 348 7.69276 349.5
90 11.0167 4.85103 356.9 8.55743 365.2
91 11.1398 7.08997 370.2 6.87674 378.1
92 11.2629 7.09229 383.8 8.55247 394.5
93 11.386 6.37847 396.3 7.09286 408.4
94 11.5091 7.29155 410.9 7.19166 422.8
95 11.6322 6.55136 424.3 7.13805 437.4
96 11.7553 8.04253 441.1 7.37232 452.8
97 11.8784 7.36098 456.8 5.11049 463.7
98 12.0015 6.98111 472 4.63877 473.8
99 12.1246 6.52508 486.5 5.04006 485
100 12.2477 7.84991 504.3 5.95358 498.5
11500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 0 0 0 0
18 2.15411 0 0 0 0
19 2.2772 0 0 0 0
20 2.40029 0 0 0 0
21 2.52339 0 0 0 0
22 2.64648 0.944363 0.1 0 0
23 2.76957 0.862299 0.2 0.862299 0.1
24 2.89266 2.37145 0.5 3.95242 0.6
25 3.01575 5.81824 1.3 2.90912 1
26 3.13885 9.3991 2.7 4.02819 1.6
27 3.26194 12.4331 4.7 3.72994 2.2
28 3.38503 3.46364 5.3 6.92727 3.4
